"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"YZYXNNC7","statute","1985","Justice, Ministère de la","Loi sur les marques de commerce","","","","","https://laws-lois.justice.gc.ca/fra/lois/t-13/","Lois codifiées Règlements codifiés,L.R.C. (1985), ch. T-13,Loi sur les marques de commerce,Loi sur les marques de commerce","1985","2021-07-16 12:05:22","2022-02-08 12:58:07","2021-07-16 12:05:22","","","","","","","","","","","","","","fra","","","","","","","Last Modified: 2021-06-28","","","","droit; loi; Canada; Deep Fakes; hypertrucage; législation; Vincent Bergeron","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","L.R.C.","ch. T-13","","","","",""
"G8ZQESS8","videoRecording","","PewDiePie","Reacting To My Deepfakes..","","","","","https://www.youtube.com/watch?v=wLdOUR_H8gw","Ireact to many of the epic deepfakes out there Go Sub to: https://www.youtube.com/watch?v=IOsao... https://www.youtube.com/watch?v=xU4Y1... https://www.youtube.com/watch?v=zm36N... https://www.youtube.com/watch?v=UPkhE... https://www.youtube.com/watch?v=6SLen... https://www.youtube.com/watch?v=6evcM... https://www.youtube.com/watch?v=MBaaA... https://www.youtube.com/watch?v=w9UI5... https://www.youtube.com/watch?v=-0GUY... https://www.youtube.com/watch?v=sP0tS... https://www.youtube.com/watch?v=x4GFL... Floor Gang Merch! represent.com/store/pewdiepie (Thank you) Subscribe to become a FLOOR GANG Member here: https://www.youtube.com/channel/UC-lH... Get exclusive epic pewdiepie inside epic access and huge PP! Minecraft song: https://www.youtube.com/watch?v=2Dw2c... Outro: add Just Die Already as wishlist #ad: https://store.steampowered.com/app/97... And Check out https://youtu.be/FQgLsYOKP8w Arkade Blaster Pro! #ad Pewdiepie's Pixelings DOWNLOAD: iOS: https://buff.ly/2pNG0aT Android: https://buff.ly/34C68nZ #pewdiepie #pixelings Minecraft Playlist: https://www.youtube.com/watch?v=mhgS6... My Stores: TSUKI: https://tsuki.market/ Merch: represent.com/store/pewdiepie I drink GFUEL (affiliate link): https://gfuel.ly/31Kargr My Setup (affiliate links): Chair: https://clutchchairz.com/pewdiepie/ Official Razer hardware: Razer Nari Ultimate headset: http://rzr.to/pdp-razer-nari  Razer Customs phone cases: http://rzr.to/pdp-razer-case NordVPN DOWNLOAD (affiliate link): Go to https://NordVPN.com/pewdiepie and use code PEWDIEPIE to get 68% off a 2 year plan plus 1 additional month free.","","2021-07-16 12:03:52","2022-02-08 12:57:31","2021-07-16 12:03:52","","","","","","","","","","","","","","","","","","","YouTube","","","","","","Deep Fakes; hypertrucage; réactions; Vincent Bergeron","","","","","","","","","","","","","","","","","","","","","","12:08","","","","","","","","","","","","","","","","","","","","","","","","",""
"HMJ3BI84","videoRecording","","PewDiePie","LE EPIC REACTIONS","","","","","https://www.youtube.com/watch?v=B8vr7JZ8bxs","DOWNLOAD THIS VIDEO OR LINK HERE: https://we.tl/t-KeMjPIU4Xe https://www.dropbox.com/s/1lbcsw67i8q... https://drive.google.com/open?id=1lSu...","","2021-07-16 12:01:18","2022-02-08 12:56:28","2021-07-16 12:01:18","","","","","","","","","","","","","","English","","","","","YouTube","","","","","","Deep Fakes; hypertrucage; réactions; Vincent Bergeron","","","","","","","","","","","","","","","","","","","","","","0:49","","Vidéo","","","","","","","","","","","","","","","","","","","","","","",""
"A4NKZE4A","statute","2019","Justice, Ministère de la","Lois codifiées Règlements codifiés","","","","","https://laws.justice.gc.ca/fra/lois/P-8.6/","Lois codifiées Règlements codifiés,L.C. 2000, ch. 5,Loi sur la protection des renseignements personnels et les documents électroniques,Loi sur la protection des renseignements personnels et les documents électroniques","2019-06-21","2021-07-16 11:58:18","2022-02-09 21:14:51","2021-07-16 11:58:18","","","","","","","","","","","","","","fra","","","","","","","Last Modified: 2019-06-21","<p><span style=""font-size: 13px; color: #000000; font-weight: normal; text-decoration: none; font-family: 'Arial'; font-style: normal; text-decoration-skip-ink: none;""> Voir, à titre d’exemple, l’article 7(1) de la Loi sur la protection des renseignements personnels et les documents électroniques, L.C. c. 5. Il est à noter toutefois qu’une personne physique utilisant ces renseignements à des fins non commerciales échapperait à la portée de cette loi.</span></p>","","","droit; loi; Canada; Deep Fakes; protection; renseignements personnels; documents électroniques; Deepfake; Vincent Bergeron; Vincent Caron","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","L.C. 2000, ch. 5","","","","","",""
"J6FCQCP2","report","2019","Siekierski, B. J.","Hypertrucage : Que peut-on faire à propos du contenu audio et vidéo de synthèse?","","","","","https://bdp.parl.ca/sites/PublicWebsite/default/fr_CA/ResearchPublications/201911E","","2019","2021-07-16 11:55:10","2022-02-10 14:15:48","2021-07-16 11:55:10","2","","","","","","Hypertrucage*","","","","","Division de l'économie, des ressources et des affaires internationales","","fr_CA","","3","","","","","","","","","droit; loi; Canada; Deep Fakes; hypertrucage; image de synthèse; parlement; publication; Deepfake; Vincent Bergeron; Vincent Caron; Deep Fake; Deepfakes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TR25V7W4","report","1996","Michaud; Chouinard; Delisle","Gazette (The) (Division Southam inc.) c. Valiquette, 1996 QC CA 6064","","","","","https://prp.openum.ca/decisions/gazette-the-division-southam-inc-c-valiquette-1996-qc-ca-6064/","Extraits pertinents : La Cour, statuant sur le pourvoi contre un jugement de la Cour supérieure prononcé le 12 mars 1991 par l’honorable Pierre Viau (district de Montréal), qui a accueilli en partie l’action en dommages-intérêts de l’intimée et condamné solidairement les appelants à lui payer 37 500 $ avec intérêts et l’indemnité additionnelle prévue par l’article 1056c du Code civil […]","1996-12-10","2021-07-16 11:52:22","2022-02-08 12:54:05","2021-07-16 11:52:22","","","","","","","","","","","","","Montréal","fr-FR","","","","","","","","<p><span style=""font-size: 13px; color: #000000; font-weight: normal; text-decoration: none; font-family: 'Arial'; font-style: normal; text-decoration-skip-ink: none;"">La jurisprudence à maintes fois reconnu le caractère évolutif de la notion de vie privée. Voir notamment : Gazette (The) (Division Southam inc.) c. Valiquette, 1996 QC CA 6064.</span></p>","","","droit; loi; Canada; Deep Fakes; hypertrucage; Québec; Jugement; Vincent Bergeron","","","","","","","","","","","","","","","","","","","","500 09 000529 917","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BJBJ48SE","journalArticle","2018","Harris, Douglas","Deepfakes: False Pornography Is Here and the Law Cannot Protect You","Duke Law & Technology Review","","2328-9600","","https://scholarship.law.duke.edu/dltr/vol17/iss1/4","","2018","2021-07-16 11:45:41","2022-02-08 12:53:26","","99-127","","1","17","","","Deepfakes","","","","","","","English","","","","","","","","<p>page 116 et s.</p>","","","pornographie; loi; Deep Fakes; faux; hypertrucage; protection; Vincent Bergeron","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XPXE9QK4","report","2008","Canada, Supreme Court of","WIC Radio Ltd. v. Simpson","","","","","https://scc-csc.lexum.com/scc-csc/scc-csc/en/item/5670/index.do","This page contains a form to search the Supreme Court of Canada case information database. You can search by the SCC 5-digit case number, by name or word in the style of cause, or by file number from the appeal court.","2008","2021-07-16 11:43:37","2022-02-09 14:39:58","2021-07-16 11:43:37","","","","","","","","","","","","Cour suprême du Canada","Canada","eng","","","","","","","Last Modified: 2012-12-03","<p><span style=""font-size: 13px; color: #000000; font-weight: normal; text-decoration: none; font-family: 'Arial'; font-style: normal; text-decoration-skip-ink: none;"">WIC Radio Ltd. c. Simpson, 2008 CSC 40, par. 70, citant la décision anglaise Charleston v. News Group Newspapers Ltd., [1995] 2 W.L.R. 450 dans laquelle la Chambre des Lords a jugé qu’une superposition des visages d’acteurs connus sur des corps nus ne constituait pas du contenu diffamatoire puisqu’accompagné de texte explicatif à l’effet qu’il s’agissait d’un montage.</span></p>","","","droit; loi; Canada; Deep Fakes; hypertrucage; jugement; diffamation; Cour suprême; montage vidéo; Deepfake; Vincent Bergeron; Vincent Caron","","","","","","","","","","","","","","","","","","","","SCC Case Information: 31608","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DHZSKL9H","report","1995","","Charleston v. News Group Newspapers Ltd., [1995] 2 W.L.R. 450","","","","","https://www.casemine.com/judgement/uk/5a8ff8c960d03e7f57ecd721","Get free access to the complete judgment in Charleston v News Group Newspapers Ltd on CaseMine.","1995-03-30","2021-07-16 11:40:43","2021-07-16 11:43:22","2021-07-16 11:40:43","","","","","","","","","","","","United Kingdom House of Lords","Angleterre","en","","","","","","","","<p><span style=""font-size: 13px; color: #000000; font-weight: normal; text-decoration: none; font-family: 'Arial'; font-style: normal; text-decoration-skip-ink: none;"">WIC Radio Ltd. c. Simpson, 2008 CSC 40, par. 70, citant la décision anglaise Charleston v. News Group Newspapers Ltd., [1995] 2 W.L.R. 450 dans laquelle la Chambre des Lords a jugé qu’une superposition des visages d’acteurs connus sur des corps nus ne constituait pas du contenu diffamatoire puisqu’accompagné de texte explicatif à l’effet qu’il s’agissait d’un montage.</span></p>","","","droit; loi; Deep Fakes; jugement; diffamation; montage vidéo; Chambre des Lords; Royaume-Uni","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HF3WVM76","report","","QCCQ 292","La diffamation en ligne : ce qu'il ne faut pas mettre sur un blogue. Affaire Carpentier cé Tremblay","","","","","https://webcache.googleusercontent.com/search?q=cache:s8RQnmUvSGUJ:https://www.robic.ca/publications/la-diffamation-en-ligne-ce-quil-ne-faut-pas-mettre-sur-un-blogue/+&cd=4&hl=en&ct=clnk&gl=fr&client=firefox-b-d","","","2021-07-16 11:29:48","2022-02-08 12:51:37","2021-07-16 11:29:48","84-88","","","","","","","","","","","","Québec","Français","","","","","","","","","","","droit; loi; justice; Deep Fakes; hypertrucage; atteinte à la réputation; diffamation; Vincent Bergeron","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EACTUETM","report","2001","Canada, Supreme Court of","Crookes v. Newton","","","","","https://scc-csc.lexum.com/scc-csc/scc-csc/en/item/7963/index.do","This page contains a form to search the Supreme Court of Canada case information database. You can search by the SCC 5-digit case number, by name or word in the style of cause, or by file number from the appeal court.","2001-01-01","2021-07-16 11:21:36","2022-02-09 14:39:39","2021-07-16 11:21:36","","","","","","","","","","","","Supreme Court of Canada","Canada","eng","","","","","","","Last Modified: 2012-12-03","<p><span style=""font-size: 13px; color: #000000; font-weight: normal; text-decoration: none; font-family: 'Arial'; font-style: normal; text-decoration-skip-ink: none;"">Crookes c. Newton, 2011 CSC 47, par. 37.</span></p>; <p><span style=""font-size: 13px; color: #000000; font-weight: normal; text-decoration: none; font-family: 'Arial'; font-style: normal; text-decoration-skip-ink: none;"">Dans l’arrêt Crookes c. Newton, préc. note 89, la Cour suprême a toutefois indiqué que la publication d’hyperliens ne constituait pas, en soi, un geste de diffusion.</span></p>","","","droit; loi; Canada; Deep Fakes; hypertrucage; Cour suprême; Deepfake; Vincent Bergeron; Vincent Caron","","","","","","","","","","","","","","","","","","","","SCC Case Information: 33412","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JE2RWE9E","webpage","2011","Malhab, Farès Bou","Diffusion Métromédia CMR inc.","Supreme Court of Canada - SCC 9, par.28","","","","https://scc-csc.lexum.com/scc-csc/scc-csc/en/item/7921/index.do","This page contains a form to search the Supreme Court of Canada case information database. You can search by the SCC 5-digit case number, by name or word in the style of cause, or by file number from the appeal court.","2011","2021-07-16 11:03:34","2022-02-09 12:39:16","2021-07-16 11:03:34","","","","","","","","","","","","","","eng","","","","","","","Last Modified: 2012-12-03","<p><span style=""font-size: 13px; color: #000000; font-weight: normal; text-decoration: none; font-family: 'Arial'; font-style: normal; text-decoration-skip-ink: none;"">note 86</span></p>","","","droit; loi; Canada; Deep Fakes; hypertrucage; Cour d'appel; Haïti; Deepfake; Vincent Bergeron","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IYDNHNP3","report","2017","Lucas, Laurence; Ville de Sainte-Marie-sur-le-Lac","Rapport 2017, résumé court supérieure, par.36","","","","","https://webcache.googleusercontent.com/search?q=cache:1-xUbR6KbtYJ:https://crha-portail-assets.azureedge.net/-/media/ressources/actualite-jurisprudentielle/PDF/201904/EYB2018-302905.ashx%3Frevision%3D65548d6b-7b38-4adf-9a73-92edf252740e%26la%3Dfr-CA%26hash%3DB31989FEE3D09D8357C5C6FB14294DB7F9BBAD26+&cd=1&hl=en&ct=clnk&gl=fr&client=firefox-b-d","La demanderesse (DST) est une entreprise de développement et de commercialisation de logiciels d'analyse financière. La défenderesse est son ancienne employée. Son poste a été aboli et les parties ont signé une transaction qui contenait une clause de confidentialité et une clause de non-dénigrement. DST et son président (Nikolajev) lui reprochent d'avoir contrevenu à ces engagements lorsqu'elle a publié des commentaires négatifs sur le site RateMyEmployer.ca. Ils estiment que les propos tenus sont diffamatoires et ont porté atteinte à la réputation de l'entreprise et à celle de son dirigeant et réclament des dommages compensatoires et punitifs de 75 000 $ chacun.","2017","2021-07-16 11:12:58","2021-07-16 11:17:47","","","","","","","","","","","","","Ville de Sainte-Marie-sur-le-Lac, Expert-conseils RB inc., QCCA 38","","Français","","","","","","","","<p>par. 36</p>","","","Canada; Deep Fakes; Québec; Cour supérieure","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BNNYX5MH","webpage","1991","","Article 1457 C.c.Q","Légis Québec, Publications Québec","","","","http://legisquebec.gouv.qc.ca/fr/showversion/cs/CCQ-1991?code=se:1457&pointInTime=20161020","","1991","2021-07-16 10:45:04","2022-02-10 14:01:25","2021-07-16 10:45:04","","","","","","","","","","","","","","","","","","","","","","<p>« <span style=""font-size: 13px; color: #000000; font-weight: normal; text-decoration: none; font-family: 'Arial'; font-style: normal; text-decoration-skip-ink: none;"">Puisqu’il n’existe pas de régime particulier permettant la réparation d’une atteinte à l’honneur ou à la réputation au Québec, comme c’est notamment le cas du tort of defamation en common law, les recours fondés sur ces atteintes sont sujets aux trois critères de responsabilité extracontractuelle formulés à l’article 1457 C.c.Q., soit la faute, le préjudice et le lien de causalité. » Bergeron et Caron</span></p>","","","droit; loi; Deep Fakes; hypertrucage; corporel; matériel; moral; préjudice; Deepfake; Vincent Bergeron; Vincent Caron; Deep Fake; Deepfakes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4D5GYJBV","case","2015","","No. 13-4829 (2d Cir. 2015); demande d’examen rejetée par la Cour suprême des États-Unis","","","","","https://law.justia.com/cases/federal/appellate-courts/ca2/13-4829/13-4829-2015-10-16.html","Plaintiffs, authors of published books under copyright, filed suit against Google for copyright infringement. Google, acting without permission of rights holders, has made digital copies of tens of millions of books, including plaintiffs', through its Library Project and its Google books project. The district court concluded that Google's actions constituted fair use under 17 U.S.C. 107. On appeal, plaintiffs challenged the district court's grant of summary judgment in favor of Google. The court concluded that: (1) Google’s unauthorized digitizing of copyright-protected works, creation of a search functionality, and display of snippets from those works are non-infringing fair uses. The purpose of the copying is highly transformative, the public display of text is limited, and the revelations do not provide a significant market substitute for the protected aspects of the originals. Google’s commercial nature and profit motivation do not justify denial of fair use. (2) Google’s provision of digitized copies to the libraries that supplied the books, on the understanding that the libraries will use the copies in a manner consistent with the copyright law, also does not constitute infringement. Nor, on this record, is Google a contributory infringer. Accordingly, the court affirmed the judgment.","2015","2021-08-07 15:07:07","2022-02-10 13:52:19","2021-08-07 15:07:07","","","","","","","","","","","","","","en","","","","","","","","","","","États-Unis; droit; Deep Fakes; hypertrucage; Cour suprême; Deepfake; Vincent Bergeron; Vincent Caron; Deep Fake; Deepfakes","","","","","","","","","","","","","","","","","","","","2d Cir. 2015","","","","","","","","","","","","","Cour suprême des États-Unis","","","","","","","","","","","","","",""
"Y2S2QVNH","journalArticle","2015","Nabhan, Victor","L’exception de contenu non commercial généré par l’utilisateur en droit canadien","Les cahiers de propriété intellectuelle","","","","https://webcache.googleusercontent.com/search?q=cache:RXp9zj4tRE8J:https://cpi.openum.ca/files/sites/66/CPI-27-3-octobre-2015-389-403.pdf+&cd=1&hl=en&ct=clnk&gl=fr&client=firefox-b-d","","2015","2021-08-07 11:47:48","2022-02-09 12:25:34","2021-08-07 11:47:48","1318, 1324 et s.","","3","27","","","","","","","","","","Français","","","","","","","","","","","droit; Canada; Deep Fakes; hypertrucage; utilisateur; Deepfake; Vincent Bergeron","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7R5QV89L","webpage","2018","Bergeron, Vincent","Le droit d’auteur et le contenu diffusé sur les plateformes de partage de vidéo: où en est le Canada?","Fonds des médias du Canada","","","","https://cmf-fmc.ca/fr/futur-et-medias/articles/le-droit-dauteur-et-le-contenu-diffuse-sur-les-plateformes-de-partage-de-video-ou-en-est-le-canada/","Cet article a été rédigé conjointement par Vincent Bergeron et Jean-François Normand du cabinet ROBIC.  Comme partout sur la planète, on…","2018-11-12","2021-08-07 11:45:46","2022-02-09 14:38:24","2021-08-07 11:45:46","","","","","","","Le droit d’auteur et le contenu diffusé sur les plateformes de partage de vidéo","","","","","","","fr-FR","","","","","","","","","","","diffusion; Canada; Deep Fakes; vidéo; hypertrucage; droit d'auteur; plateforme de partage; Deepfake; Vincent Bergeron; Vincent Caron","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DGT8FHPN","bookSection","2012","Lametti, David","Exceptions et droits des utilisateurs","JurisClasseur Québec - Propriété intellectuelle","978-0-433-46897-4","","","https://store.lexisnexis.ca/fr/products/jurisclasseur-quebec-propriete-intellectuelle-skusku-cad-6079/details","L'ouvrage Propriété intellectuelle constitue une référence incontournable et une source essentielle sur le sujet. On y traite de façon exhaustive de la propriété littéraire et artistique, des dessins industriels, des marques de commerce et des brevets.","2012-11-19","2021-08-07 11:40:14","2022-02-09 12:24:18","2021-08-07 11:40:14","","","","Fasc. 8","","","","Droit des affaires","7","","","","Montréal (Québec, Canada)","fr","","","","","","","","","","","droit; loi; Deep Fakes; hypertrucage; Propriété intellectuelle; affaires; droits des utilisateurs; Deepfake; Vincent Bergeron","","","","","","","","","","","","","","","","","","","","","LexisNexis Canada","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JK35Y2H5","journalArticle","2019","Weiss, Marie-Andrée","Deepfakes, Fake News, Mauvais Sosies et Fausses Nouvelles","Revue Francophone de la Propriété Intellectuelle","","","","http://webcache.googleusercontent.com/search?q=cache:ZmQCx8xXOi8J:revue-rfpi.com/wp-content/uploads/2019/11/RFPI-9-05.pdf+&cd=1&hl=en&ct=clnk&gl=fr&client=firefox-b-d","Les deepfakes sont le fruit d’une nouvelle technologie, le generative adversarial network, qui utilise l’intelligence artificielle pour créer des vidéos paraissant mettre en scène de véritables personnes. Ces nouveaux objets truqués sont utilisés à des fins de propagande politique, ou pour réaliser des vidéos pornographiques. Les deepfakes intéressent le juriste car ils peuvent porter atteinte au droit à l’image de la personne qui parait faussement représentée. Ils peuvent également être considérés comme des fake news, ces fausses nouvelles nouvellement réprimées par la loi française. En outre, la question de leur protection par le droit de la propriété Intellectuelle se pose puisque la machine semble désormais être plus qu’un outil, un auteur.","2019-11","2021-08-07 11:35:57","2022-02-10 14:01:57","2021-08-07 11:35:57","45 et s.","","9","","","","","","","","","","","Français","","","","","","","","<p><span style=""font-size: 13px; color: #000000; font-weight: normal; text-decoration: none; font-family: 'Arial'; font-style: normal; text-decoration-skip-ink: none;"">Le Compendium of the U.S. Copyright Office Practices mentionne qu’une œuvre doit avoir été créée par un être humaine pour être protégée par le droit d’auteur (voir § 313.2); et le droit français exige, quant à lui, l’empreinte personnelle de l’auteur de l’œuvre (voir M.-A. Weiss, « Deepfakes, Fake News, Mauvais Sosies et Fausses Nouvelles », préc. note 116, p. 41).</span></p>; <p><span style=""font-size: 13px; color: #000000; font-weight: normal; text-decoration: none; font-family: 'Arial'; font-style: normal; text-decoration-skip-ink: none;"">note 116, p. 42</span></p>; <p>note 116, p.45 et s.</p>","","","France; droit; fake news; Deep Fakes; Fausses nouvelles; hypertrucage; sosies; Deepfake; Vincent Bergeron; Vincent Caron; Deep Fake; Deepfakes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"S4BZISDV","case","2013","","Cinar Corporation c. Robinson","","","","","https://canlii.ca/t/g2fgz","","2013-12-23","2021-08-07 11:29:28","2022-02-10 13:56:16","2021-08-07 11:29:28","1168","","","3","","","","","","","","","","","","","","","","","","Other Citations: [2014] EXP 62 — AZ-51029656 — EYB 2013-230908 — JE 2014-32 — [2013] SCJ No 73 (QL) — [2013] ACS no 73; <p><span style=""font-size: 13px; color: #000000; font-weight: normal; text-decoration: none; font-family: 'Arial'; font-style: normal; text-decoration-skip-ink: none;"">Pour les critères d’analyse applicables à la détermination d’une « partie importante » dans le cas d’une œuvre, voir : Cinar Corporation c. Robinson, 2013 CSC 73, par. 26 et s. et Lainco Inc. c. Commission scolaire des Bois-francs, 2017 CF 825, par. 134 et s.</span></p>","","","loi; Deep Fakes; hypertrucage; Propriété intellectuelle; droit d'auteur; Affaire Robinson; Cinar; Daniel Defoe; œuvre originale; reproduction; Deepfake; Vincent Bergeron; Vincent Caron; Deep Fake; Deepfakes","","","","","","","","","","","","","","","","","","","","34469;  			 34468;  			 34467;  			 34466","","","","","","","","","","","","","Cour suprême du Canada","","RCS","","","","","","","","","","","",""
"44TYBT24","videoRecording","2018","Usersub","Nick Cage DeepFakes Movie Compilation","","","","","https://www.youtube.com/watch?v=BU9YAHigNx8","Please subscribe  ( I need 1k subs ) ;)  How to make deep fakes? Get the app here: http://www.fakeapp.org/ Tutorial Video : https://www.youtube.com/watch?v=D-96C... Credit: Derpfakes https://www.youtube.com/channel/UCUix... There seems to be a desire to add Nick Cage to every movie, these are a few of the early examples, some work better than others, for obvious reasons, different gender, or just a case of wrong face shape .","2018-02-01","2021-08-07 11:18:42","2022-02-10 14:02:06","2021-08-07 11:18:42","","","","","","","","","","","","","","English","","","","","YouTube","","","","","","Deep Fakes; Cinéma; hypertrucage; Nicolas Scage; Deepfake; Vincent Bergeron; Vincent Caron; Deep Fake; Deepfakes; Nick Cage","","","","","","","","","","","","","","","","","","","","","","2:17","","","","","","","","","","","","","","","","","","","","","","","","",""
"C6GTAD4S","case","2017","","United Airlines, Inc. c. Cooperstock","","","","","https://webcache.googleusercontent.com/search?q=cache:x-WT_9TfoKMJ:https://www.bennettjones.com/-/media/Files/BennettJones/Blogs/United-Airlines-Inc-v-Cooperstock-Reasons-For-Judgment.pdf+&cd=1&hl=en&ct=clnk&gl=fr&client=firefox-b-d&google_abuse=GOOGLE_ABUSE_EXEMPTION%3DID%3D8763d01b6060afd2:TM%3D1628334872:C%3Dr:IP%3D2a01:e0a:16f:ba0:8163:5e8b:e904:c1e2-:S%3DtFuXMG097zQA5mr9EdJgec0%3B+path%3D/%3B+domain%3Dgoogle.com%3B+expires%3DSat,+07-Aug-2021+14:14:32+GMT","","2017-06-23","2021-08-07 11:14:44","2022-02-10 13:52:09","2021-08-07 11:14:44","","","","","","","","","","","","","","English","","","","","","","","","","","Internet; loi; Deep Fakes; hypertrucage; Propriété intellectuelle; droit d'auteur; site Web; Deepfake; Vincent Bergeron; Vincent Caron; Deep Fake; Deepfakes","","","","","","","","","","","","","","","","","","","","CF 616, par. 118 et s.","","","","","","","","","","","","","Cour fédérale du Canada","","T-2084-12","","","","","","","","","","","",""
"UHH42NXW","statute","2010","Blondin, Danielle; Cour supérieure du Québec","Corriveau c. Canoë inc., 2010 QCCS 3396","","","","","https://prp.openum.ca/decisions/corriveau-c-canoe-inc-2010-qccs-3396/","Extraits pertinents : CONTEXTE FACTUEL [9] En 2007, la demanderesse défendait un homme accusé de s’être livré à des contacts sexuels sur une enfant de huit ans. Dans son jugement du 10 avril 2007, le juge de la Cour du Québec critique sévèrement la demanderesse sur la façon dont elle a mené le contre-interrogatoire de l’enfant. […]","2010-08-23","2021-08-06 17:56:47","2022-02-09 14:38:47","2021-08-06 17:56:47","","","","","","","","","","","","","","fr-FR","","","","","","","","","","","Internet; loi; Deep Fakes; hypertrucage; protection; renseignements personnels; Deepfake; Vincent Bergeron; Vincent Caron","","","","","","","","","","","","","","","","","","","","200-17-009070-079","","","","","","","","","","","","","","","","","","","","","2010 QCCS 3396","","","","","",""
"HS9YXH9D","case","2018","","Haaretz.com c. Goldhar","","","","","https://canlii.ca/t/hsd2p","","2018-06-06","2021-08-06 18:50:29","2022-02-10 13:51:51","2021-08-06 18:50:29","3","","","2","","","","","","","","","","en","","","","","","","","Other Citations: [2018] CarswellOnt 8883 — [2018] SCJ No 28 (QL)","","","Internet; Deep Fakes; hypertrucage; diffamation; en ligne; Israël; Deepfake; Vincent Bergeron; Vincent Caron; Deep Fake; Deepfakes","","","","","","","","","","","","","","","","","","","","37202","","","","","","","","","","","","","Cour suprême du Canada","","RCS","","","","","","","","","","","",""
"XBVMMLIP","statute","2018","U.S. Code","Protection for private blocking and screening of offensive material","","","","","https://www.law.cornell.edu/uscode/text/47/230","","2018","2021-08-06 18:37:38","2021-08-07 11:11:01","2021-08-06 18:37:38","","","","","","","","","","","","","","en","","","","","","","","","","","loi; Deep Fakes; protection; vie privée","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","U.S. Code","47 U.S. Code § 230","","","","",""
"D3G3SN4I","statute","2004","Cour suprême du Canada","CCH Canadienne ltée c Barreau du Haut-Canada, 2004 CSC 13 (Résumé)","","","","","https://webcache.googleusercontent.com/search?q=cache:dPIZeLtT9z8J:https://www.jurisource.ca/wp-content/uploads/2019/04/CCH-Canadienne-Lt%25C3%25A9e-c-Barreau-du-Haut-Canada-2004-CSC-13-R%25C3%25A9sum%25C3%25A9.pdf+&cd=5&hl=en&ct=clnk&gl=fr&client=firefox-b-d","","2004","2021-08-06 18:57:37","2022-02-09 12:18:08","2021-08-06 18:57:37","","","","","","","","","","","","","","Français","","","","","","","","<p><span style=""color: #000000; font-family: Arial; font-size: 13px; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; font-weight: 400; letter-spacing: normal; orphans: 2; text-align: left; text-indent: 0px; text-transform: none; white-space: pre-wrap; widows: 2; word-spacing: 0px; -webkit-text-stroke-width: 0px; background-color: #ffffff; text-decoration-thickness: initial; text-decoration-style: initial; text-decoration-color: initial; display: inline !important; float: none;"">CCH Canadienne Ltée c. Barreau du Haut-Canada, préc. note 182, par. 48.</span></p>","","","loi; Deep Fakes; Propriété intellectuelle; droit d'auteur; Deepfake; Vincent Bergeron","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2004 CSC 13","","","","","",""
